edge_id,road_name,geometry,road_type,speed,capacity,traffic_density
55684025___,Mysore Road,"LINESTRING (774046.1458101743 1432140.3336198758, 774042.421444962 1432134.8728196614, 774029.600106789 1432116.0831512937, 774024.920359201 1432109.5170464038)",trunk,60.0,3600,0.0
41662821___,Bellahalli Main Road,"LINESTRING (785250.4678854474 1452091.7113344935, 785268.5118844106 1452068.8397875212, 785416.6903544519 1451903.9967297318, 785493.7206862094 1451816.380805089)",primary,50.0,3600,0.0
1411066512___,Horamavu Main Road,"LINESTRING (788033.1887195387 1440736.668732128, 788053.2919469224 1440766.8247595981)",secondary,40.0,5400,0.0
363615240___,Unknown,"LINESTRING (788033.1887195387 1440736.668732128, 788011.417919371 1440739.3639114841, 787982.8018969668 1440736.4523001541, 787968.3272699164 1440734.8397772897, 787964.1525997377 1440733.368062839)",tertiary,30.0,3600,0.0
1148397915___,Jakkur Main Road,"LINESTRING (781582.8920896288 1446651.3126696364, 781640.0725903327 1446642.8107129612, 781661.9545146367 1446640.311979, 781690.6695345788 1446638.1822741623, 781727.5240970169 1446636.0143629143, 781735.8792871691 1446636.1111847416, 781745.4459320685 1446636.5968277475, 781762.2780058668 1446637.6219941627, 781801.6767920402 1446640.2736657753)",secondary,40.0,3600,0.0
28055821___,Mariyappana Palya Main Road,"LINESTRING (771122.1946974508 1432356.8139412554, 771107.562994048 1432362.0173066112)",tertiary,30.0,3600,0.0
28055821___,Mariyappana Palya Main Road,"LINESTRING (771122.1946974508 1432356.8139412554, 771138.3299297593 1432351.0718240351)",tertiary,30.0,3600,0.0
28055821___,Mariyappana Palya Main Road,"LINESTRING (771138.3299297593 1432351.0718240351, 771122.1946974508 1432356.8139412554)",tertiary,30.0,3600,0.0
28055821___,Mariyappana Palya Main Road,"LINESTRING (771138.3299297593 1432351.0718240351, 771157.25412465 1432344.3496896692)",tertiary,30.0,3600,0.0
1150344679___,Kengeri Main Road,"LINESTRING (770893.8567800033 1432675.3001171653, 770900.8469865479 1432701.0156411973)",primary,50.0,7200,0.0
"[607860784, 762500475, 1083452086]___",Mysore Road,"LINESTRING (773025.498413054 1431424.9096081587, 773013.8755083099 1431423.2566269084, 772967.1128019996 1431416.6088788104, 772892.0951538868 1431405.941934006, 772849.2031183727 1431396.5319261004, 772816.592336182 1431389.4037088857, 772769.715765204 1431374.4532280923, 772737.7371888298 1431363.7559472509, 772731.6211703747 1431361.8804798597, 772724.5093006827 1431359.6963570283, 772713.2622551089 1431356.2539800243, 772697.425585869 1431351.3939191212, 772677.5582570913 1431346.7931363536, 772672.5969068486 1431345.6374623028)",trunk,60.0,3600,0.0
55684025___,Mysore Road,"LINESTRING (774024.920359201 1432109.5170464038, 774005.398282663 1432082.1156284376, 773945.4550709297 1431997.4958508026, 773934.2277078894 1431982.1977816964, 773931.84316509 1431978.4881295254)",trunk,60.0,3600,0.0
1092043499___,Unknown,"LINESTRING (774024.920359201 1432109.5170464038, 774029.10577542 1432096.8839405382, 774029.649726091 1432094.5758112876, 774029.8968418012 1432092.6411088798, 774029.9135100076 1432088.7559167114, 774029.4236546214 1432084.4893611663, 774028.5801679355 1432080.8502674818, 774026.9121253693 1432076.05181125, 774023.2357001323 1432067.934835846, 773983.4395997943 1432005.7081209398, 773980.3019074376 1432001.304721999, 773977.468112784 1431998.0112638983, 773967.7626669523 1431988.0193760362, 773960.813086464 1431982.615296806, 773955.325085256 1431978.7310904805, 773951.8341529546 1431977.1136929942, 773948.7157557469 1431976.2526931937, 773944.3337725354 1431975.8109214408, 773940.5523058476 1431976.127798773, 773931.84316509 1431978.4881295254)",tertiary,30.0,3600,0.0
328283583___,Mysore Road,"LINESTRING (774233.4942068048 1432398.7963563432, 774257.2891378622 1432425.5429139622)",tertiary,30.0,3600,0.0
1150344679___,Kengeri Main Road,"LINESTRING (769759.9404652532 1430405.581905758, 769772.3293074844 1430441.3113684114, 769782.8792864915 1430472.971708113, 769799.7382934475 1430523.5439428682, 769813.9596741401 1430566.2094088863)",primary,50.0,7200,0.0
798357236___,Cambridge Road,"LINESTRING (784797.3882118664 1434839.451766077, 784806.388797498 1434845.7769285638)",tertiary,30.0,3600,0.0
464465170___,HAL Old Airport Road,"LINESTRING (784797.3882118664 1434839.451766077, 784795.4561240224 1434843.62752709, 784787.5577623649 1434854.6940491933, 784779.1080667222 1434860.2529712385, 784769.0972477645 1434864.5338247519, 784579.6976575195 1434945.6907000751, 784537.3740975631 1434958.6506532996, 784505.5692775026 1434965.4419329262, 784448.7787697669 1434969.4303304115, 784426.6659286468 1434968.0960893775, 784339.0027497497 1434928.3057272069, 784318.0814847067 1434917.7180257225, 784315.9645367722 1434916.6446103808, 784307.5198195301 1434912.2183450386)",primary,50.0,3600,0.0
172886632___,Old Madras Road,"LINESTRING (791676.7770796365 1439466.0222792183, 791668.8709166003 1439462.2078168576, 791485.4238705141 1439365.0487336803)",trunk,70.0,3600,0.0
172886632___,Old Madras Road,"LINESTRING (791485.4238705141 1439365.0487336803, 791476.8631261229 1439360.5078168926, 791461.3388045977 1439350.2693495792, 791455.7288674053 1439346.9441908416, 791410.601305696 1439320.1853606496, 791370.781444901 1439296.5825045526, 791363.107140802 1439291.3645971604, 791334.816794327 1439273.8728750362, 791319.5984032652 1439264.4680532762, 791297.7253053924 1439250.952135458, 791264.2792842716 1439230.2841035943, 791240.7880861969 1439216.8175905396)",trunk,70.0,3600,0.0
172886639___,Old Madras Road,"LINESTRING (792601.7616803497 1439803.0290860257, 792547.6391899968 1439736.0624822658)",trunk,70.0,3600,0.0
1091149093___,Unknown,"LINESTRING (792639.9344490595 1439846.6772331588, 792626.4999478679 1439856.4432420328)",trunk_link,70.0,7200,0.0
172886639___,Old Madras Road,"LINESTRING (792639.9344490595 1439846.6772331588, 792636.2413446241 1439842.7853557237, 792625.0300087793 1439831.274391938, 792620.4596243666 1439826.1664753405, 792601.7616803497 1439803.0290860257)",trunk,70.0,3600,0.0
"[759152801, 1428253086]___",Madehalli Service Road,"LINESTRING (795551.5426765445 1441907.2746411539, 795545.0916657739 1441903.507630562, 795540.7874126597 1441900.9925624013, 795526.1352334856 1441892.6758571258, 795289.3371160018 1441758.2006569214, 795282.4866987241 1441754.219088685)",primary,50.0,7200,0.0
146995152___,Service Road,"LINESTRING (788799.8043914365 1440074.5821312878, 788799.7401643567 1440054.7981940238, 788809.8224279021 1439883.9617452642, 788815.1001191081 1439812.2348643627)",tertiary,30.0,3600,0.0
147859357___,Mahatma Gandhi Road,"LINESTRING (782927.8430066862 1435837.9929624565, 782940.1230954565 1435834.6757430672)",secondary,30.0,5400,0.0
705023783___,Kamaraj Road,"LINESTRING (782927.8430066862 1435837.9929624565, 782930.7006802466 1435848.3727678163, 782957.1516331141 1435927.5401974623)",secondary,40.0,3600,0.0
52063524___,Cubbon Road,"LINESTRING (783629.6226064804 1435852.7179224147, 783620.6835102488 1435855.2388402978)",primary,50.0,7200,0.0
36967442___,Dickenson Road,"LINESTRING (783629.6226064804 1435852.7179224147, 783627.9526540027 1435847.2321246394, 783613.3757560307 1435799.2373009617, 783604.9715895625 1435773.9332465376, 783599.6942372613 1435754.971259892, 783592.8129078355 1435731.4983368013, 783583.2976766905 1435700.1939367333, 783582.0078330158 1435695.7526400292, 783579.4750470283 1435687.5900901558)",primary,40.0,5400,0.0
464465215___,Dickenson Road,"LINESTRING (783620.6835102488 1435855.2388402978, 783624.9012650403 1435868.477754903)",primary,50.0,7200,0.0
464465211___,Cubbon Road,"LINESTRING (783620.6835102488 1435855.2388402978, 783613.8633820466 1435857.5711508873, 783601.7291229463 1435861.476301908, 783554.027090288 1435877.1940725376, 783510.1377154473 1435890.604109166)",primary,50.0,5400,0.0
1101271051___,Dickenson Road,"LINESTRING (783579.4750470283 1435687.5900901558, 783576.6446523591 1435675.6274155602)",primary,40.0,7200,0.0
"[1112419800, 1112419799, 157575514, 263812623]___",Mahatma Gandhi Road,"LINESTRING (783579.4750470283 1435687.5900901558, 783583.3601038042 1435686.6889446496, 783644.628601123 1435673.545677278, 783714.356325086 1435658.1091823585, 783770.812598392 1435645.2489292633, 783779.9305358415 1435643.2944582656, 783819.1230013967 1435634.8402977574, 783839.5344347346 1435630.5219673398, 783842.0804225898 1435629.9835049578, 783868.2970640799 1435623.8538824709, 783890.2042483615 1435618.7206657974, 783896.5816145123 1435617.2252001048, 783899.9987756162 1435616.4299961233, 783906.1149285361 1435614.9982734835, 783918.4989876463 1435612.1585294825, 783927.2167769126 1435610.056083685, 783947.1541376435 1435605.3897837691, 783964.3598320977 1435601.3707453744, 783978.1157991725 1435598.146577285, 783988.9852752155 1435595.844828202, 784031.4210096612 1435585.5755012226, 784052.4393186984 1435581.3742452492, 784076.3515855034 1435576.5827824206, 784094.1932655246 1435573.0131557975, 784117.2521701879 1435569.9177793746, 784148.7904925726 1435567.8504672914, 784162.1015479586 1435568.8395737808, 784165.7898339337 1435569.1320673462, 784171.6046788028 1435569.5571037338, 784177.1988877589 1435570.3230527372)",primary,50.0,3600,0.0
"[1125542416, 1227562843]___",Mahatma Gandhi Road,"LINESTRING (782940.1230954565 1435834.6757430672, 782954.8681552995 1435831.306249496, 782959.2635847366 1435830.3881046926, 783016.6088891537 1435817.5466227098, 783259.1818020437 1435761.9219789668, 783262.0433574368 1435761.3092079314, 783270.2068156635 1435759.2562505568)",secondary,30.0,5400,0.0
1058475276___,Judicial Layout Railway Parallel Road,"LINESTRING (781281.8568600945 1448380.3322125662, 781285.4374689509 1448368.7342618378, 781273.7042681724 1448187.0640887867)",tertiary,30.0,3600,0.0
"[1203851274, 736388784, 1079068561, 970723190, 1314336157]___",Yelahanka Road Flyover,"LINESTRING (781281.8568600945 1448380.3322125662, 781280.1985278975 1448357.9314345582, 781270.7140426361 1448195.0592439151, 781269.737509041 1448178.123030964, 781267.7363496239 1448157.4014014765, 781250.1191244565 1447974.8628449563, 781247.0624828846 1447873.9939172592, 781243.256576077 1447852.5342387415, 781228.002794915 1447801.3778645066, 781212.1774645514 1447747.747020036, 781199.4145386299 1447699.1844887366, 781197.1137946345 1447684.3823210672, 781196.7019709512 1447674.8024643587, 781199.4337290248 1447654.9707126888)",primary,80.0,3600,0.0
1200861124___,Unknown,"LINESTRING (781199.4337290248 1447654.9707126888, 781211.286919553 1447715.003604696, 781227.6285055146 1447773.3223893503, 781237.9648664186 1447803.4726308775, 781334.606813807 1448056.6076849853)",secondary,40.0,3600,0.0
"[1447311464, 1200861125]___","['Yelahanka Road', 'Service Road']","LINESTRING (781199.4337290248 1447654.9707126888, 781207.0682308418 1447641.709509031, 781216.5180068703 1447635.562849618, 781225.1507271004 1447631.8432380552, 781242.1797573356 1447626.29458516)",primary,40.0,3600,0.0
1082235960___,Unknown,"LINESTRING (770227.5481235627 1437002.213763396, 770224.3947786314 1437011.6470449376)",primary,50.0,7200,0.0
"[1200739169, 1200739170, 1231052257]___",Magadi Road,"LINESTRING (770227.5481235627 1437002.213763396, 770215.7661096072 1436998.213308153, 770168.8819362887 1436982.8005918195, 770141.5938790897 1436974.8740374625, 770135.3050160883 1436973.0415128877, 770071.6549127549 1436953.768038843)",primary,50.0,7200,0.0
1148452204___,Kengeri Main Road,"LINESTRING (771008.4874302888 1432912.4812846975, 770995.3436200991 1432902.1138164727, 770965.1032618103 1432860.364212574, 770954.8159179839 1432842.0991748257)",primary,40.0,7200,0.0
1148452204___,Kengeri Main Road,"LINESTRING (770954.8159179839 1432842.0991748257, 770945.3501676158 1432825.3033021898, 770938.9564386848 1432801.8848950185, 770937.3316761984 1432795.9470178583, 770933.1388829607 1432780.6084695566, 770917.8987222954 1432724.781692568)",primary,40.0,7200,0.0
1328992365___,Unknown,"LINESTRING (776091.1374825588 1443082.946634289, 776100.5640556515 1443085.5872274097)",tertiary,30.0,3600,0.0
470223615___,Outer Ring Road,"LINESTRING (776312.6329896904 1443155.9601992932, 776346.7623731743 1443170.372466283, 776385.9687993817 1443185.0018207955)",trunk,60.0,3600,0.0
470223615___,Outer Ring Road,"LINESTRING (776385.9687993817 1443185.0018207955, 776409.3781198432 1443193.7273932742, 776449.3435788441 1443208.4198240808)",trunk,60.0,3600,0.0
133882079___,Anandnagar Main Road,"LINESTRING (780898.8598106841 1442042.9403534203, 780893.1218699219 1442012.771361813)",tertiary,30.0,3600,0.0
133882079___,Anandnagar Main Road,"LINESTRING (780898.8598106841 1442042.9403534203, 780906.1774266465 1442076.7896407181)",tertiary,30.0,3600,0.0
31756224___,Varthuru Road,"LINESTRING (788593.9688517378 1437614.2495852774, 788603.7655089727 1437612.8020273095)",tertiary,30.0,3600,0.0
31756224___,Varthuru Road,"LINESTRING (788593.9688517378 1437614.2495852774, 788568.9413905488 1437617.7189801796, 788564.441473326 1437618.2365838543, 788543.6591974376 1437620.6322053655, 788511.0734650621 1437625.362261423, 788487.01191349 1437628.863953536, 788398.3303256899 1437641.012523004, 788348.8695034126 1437646.1755010309, 788328.6544220306 1437648.3225713032, 788304.0418747676 1437652.6157461319, 788273.3783230621 1437656.259063947, 788265.791310089 1437657.1541154976, 788248.7260752895 1437662.2788826344)",tertiary,30.0,3600,0.0
31756224___,Varthuru Road,"LINESTRING (788248.7260752895 1437662.2788826344, 788243.6470474652 1437671.4809074749)",tertiary,30.0,3600,0.0
31756224___,Varthuru Road,"LINESTRING (788248.7260752895 1437662.2788826344, 788265.791310089 1437657.1541154976, 788273.3783230621 1437656.259063947, 788304.0418747676 1437652.6157461319, 788328.6544220306 1437648.3225713032, 788348.8695034126 1437646.1755010309, 788398.3303256899 1437641.012523004, 788487.01191349 1437628.863953536, 788511.0734650621 1437625.362261423, 788543.6591974376 1437620.6322053655, 788564.441473326 1437618.2365838543, 788568.9413905488 1437617.7189801796, 788593.9688517378 1437614.2495852774)",tertiary,30.0,3600,0.0
239773584___,Swamy Vivekananda Road,"LINESTRING (788248.7260752895 1437662.2788826344, 788228.4606777583 1437651.5614721712, 788111.7591673005 1437589.8214111775, 788010.8326775427 1437539.4165822472, 787993.4838135482 1437530.0914625747)",primary,50.0,5400,0.0
1109937392___,Mysore Road,"LINESTRING (778545.6554685542 1434470.474000409, 778496.9653091062 1434450.833565969, 778454.7172695546 1434435.0992173997)",secondary,40.0,3600,0.0
1109937392___,Mysore Road,"LINESTRING (778715.5086703154 1434542.730835929, 778711.311522851 1434541.2163073325, 778672.700197123 1434525.5292492905)",secondary,40.0,3600,0.0
1109937392___,Mysore Road,"LINESTRING (778672.700197123 1434525.5292492905, 778671.3053964952 1434524.961722827, 778636.2405223628 1434510.7162781195)",secondary,40.0,3600,0.0
36897689___,Doctor TCM Royan Road,"LINESTRING (778605.4588169758 1434972.758013991, 778603.7666991968 1435001.7327396516, 778602.3514008792 1435024.7768488189)",secondary,40.0,5400,0.0
503165066___,Magadi Road,"LINESTRING (776753.4199547062 1435655.3301831535, 776762.5641001714 1435662.5947798213)",primary,50.0,7200,0.0
503165066___,Magadi Road,"LINESTRING (776762.5641001714 1435662.5947798213, 776767.8416370865 1435666.7876188199, 776782.2916652083 1435678.665994402, 776794.8142526664 1435688.96427692)",primary,50.0,7200,0.0
544755516___,Mysore Road,"LINESTRING (777452.3610886714 1434163.516867012, 777437.6781699779 1434152.0565720245, 777423.9718965332 1434142.8089358406, 777410.1635989214 1434132.9071754492, 777391.543389392 1434118.9057308163)",trunk,70.0,7200,0.0
"[1416453983, 162581479]___","['Sultan Road', 'Mysore Road']","LINESTRING (778514.7837704517 1434471.0822673826, 778529.6683521263 1434477.5528193025, 778549.0441919942 1434485.441210991, 778580.7316993423 1434499.7853888199, 778601.5038764231 1434508.0863832945, 778615.3988442637 1434513.639310686, 778632.837004398 1434522.0396235962)",secondary,40.0,5400,0.0
1010644133___,Unknown,"LINESTRING (779217.5797655374 1434614.5733732576, 779216.4864266767 1434629.3294970945)",tertiary,30.0,3600,0.0
"[1184384080, 1352288515]___",Unknown,"LINESTRING (779217.5797655374 1434614.5733732576, 779170.5716279878 1434611.2101418383, 779166.3634542574 1434610.7913386328, 779121.5270759988 1434606.3098981346, 779102.251539583 1434604.6433053778, 779052.8858175129 1434600.3709296163)",secondary,40.0,5400,0.0
55684025___,Mysore Road,"LINESTRING (773650.9882364472 1431675.6700495856, 773647.9058135767 1431673.359360988, 773635.7376523702 1431664.2510363725, 773624.8736040725 1431656.1186133223, 773600.289405101 1431637.711374167)",trunk,60.0,3600,0.0
1012333180___,80 Feet Road,"LINESTRING (786945.0580638184 1437056.9581226646, 786949.9783938194 1437046.2708388062)",secondary,40.0,3600,0.0
1148793538___,Swamy Vivekananda Road,"LINESTRING (786945.0580638184 1437056.9581226646, 786950.6692838714 1437059.1972594655, 787052.3775165082 1437099.4317903328)",primary,50.0,3600,0.0
146995151___,Unknown,"LINESTRING (788064.0682913063 1440761.8891714413, 788095.5951467383 1440750.096319326)",tertiary,30.0,3600,0.0
479245734___,Suranjandas Road,"LINESTRING (787267.7474154618 1437195.4476129902, 787265.9897736234 1437182.8089677007)",primary,50.0,3600,0.0
"[328758436, 1013938677]___",Swamy Vivekananda Road,"LINESTRING (787267.7474154618 1437195.4476129902, 787291.7002997645 1437204.486573712, 787302.584410338 1437209.1275539317, 787316.0921737388 1437215.1574870779)",primary,50.0,3600,0.0
1259589330___,Sankey Road,"LINESTRING (780418.8873201679 1437817.2138161005, 780417.4040421523 1437823.242952535, 780416.2603530188 1437830.0393627617, 780414.972499714 1437834.9966976668)",primary,50.0,7200,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793837.0341862186 1440709.1855281359, 793828.833743239 1440741.1821312404)",secondary,40.0,3600,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793837.0341862186 1440709.1855281359, 793841.9725558558 1440689.9191181192, 793844.0339373411 1440681.8813384273, 793845.0533020752 1440677.906612191)",secondary,40.0,3600,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793828.833743239 1440741.1821312404, 793837.0341862186 1440709.1855281359)",secondary,40.0,3600,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793828.833743239 1440741.1821312404, 793826.3307616081 1440750.9312220842, 793820.9053770236 1440772.0966670907)",secondary,40.0,3600,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793845.0533020752 1440677.906612191, 793851.1356332672 1440654.1796756026, 793852.9596377556 1440647.0250525502)",secondary,40.0,3600,0.0
1187070682___,Ayyappa Nagar - Battarahalli Road,"LINESTRING (793845.0533020752 1440677.906612191, 793844.0339373411 1440681.8813384273, 793841.9725558558 1440689.9191181192, 793837.0341862186 1440709.1855281359)",secondary,40.0,3600,0.0
237229525___,Madehalli Service Road,"LINESTRING (793786.8233128784 1440868.4614816143, 793808.2895950279 1440882.2523496596)",primary,50.0,7200,0.0
"[232748884, 237229525]___",Madehalli Service Road,"LINESTRING (793786.8233128784 1440868.4614816143, 793779.0065973722 1440863.4404719798, 793765.2948360797 1440855.4117345172)",primary,50.0,7200,0.0
1165570284___,Magadi Road,"LINESTRING (773192.3577645458 1437106.7750789726, 773172.94343993 1437113.8889624574, 773072.9948608296 1437152.8062831145)",tertiary,30.0,3600,0.0
1165570284___,Magadi Road,"LINESTRING (773039.6064271576 1437164.6748317003, 773022.3374033545 1437168.9098289416, 773002.2417718715 1437171.379024846, 772981.5061602048 1437172.7017697708)",tertiary,30.0,3600,0.0
1165570284___,Magadi Road,"LINESTRING (772635.4403903659 1437113.5847901634, 772630.4410527967 1437114.1885639185)",tertiary,30.0,3600,0.0
1382921529___,Doctor B R Ambedkar Veedhi,"LINESTRING (781757.8878101192 1436848.7918430832, 781748.8025723293 1436838.016645483)",primary,50.0,5400,0.0
"[238459128, 1337983630]___",Venkataswamy Naidu Road,"LINESTRING (781757.8878101192 1436848.7918430832, 781764.8307594268 1436838.6228112513, 781774.8597807339 1436828.1642043954, 781789.6905898543 1436820.5663390553, 781799.835625844 1436814.7029932982, 781817.8703464848 1436806.9717489996, 781831.868101049 1436806.5498762855, 781897.2369760755 1436815.6849709912)",tertiary,30.0,3600,0.0
655799666___,Magadi Road,"LINESTRING (768362.0921300496 1437110.6344866483, 768346.1340161755 1437117.497274844, 768326.9166544143 1437125.767395025)",primary,50.0,7200,0.0
655799666___,Magadi Road,"LINESTRING (768588.5939115545 1437004.0485730057, 768534.606276419 1437030.3884671526, 768525.401103932 1437034.8815999979, 768487.4819521827 1437053.0759344867)",primary,50.0,7200,0.0
1502388312___,Unknown,"LINESTRING (783088.820330021 1452185.828048509, 783104.5614296462 1452220.6410445357, 783185.3456958758 1452399.2555815352, 783193.9479359232 1452418.285976308, 783207.8712923402 1452449.4381315755, 783243.484628347 1452524.487389067, 783266.4132657689 1452573.4454065158, 783320.8777461823 1452702.4255106535, 783328.7678527023 1452716.8654981162, 783330.1726308131 1452718.4631155394, 783331.6598906245 1452719.4305801506, 783333.3459850918 1452720.05692631, 783335.8750693086 1452721.0019803357, 783339.3804264438 1452721.9682256817, 783351.401251696 1452723.1002437426)",secondary,40.0,3600,0.0
1150616739___,Service Road,"LINESTRING (781835.5575280888 1449471.0272018241, 781817.8707758621 1449411.9076970594, 781814.4927761502 1449400.6256627694)",secondary,40.0,3600,0.0
1150616739___,Service Road,"LINESTRING (781839.5018135891 1449484.2191373224, 781835.5575280888 1449471.0272018241)",secondary,40.0,3600,0.0
8681388___,Victoria Road,"LINESTRING (783590.705306575 1434881.928408645, 783584.2722843445 1434883.5451768544)",primary,50.0,5400,0.0
1313664728___,Victoria Road,"LINESTRING (783584.2722843445 1434883.5451768544, 783580.8758589634 1434884.4292097457)",primary,50.0,5400,0.0
"[1324103072, 1135874173, 1135874172, 1259588605, 1135874174]___",Suranjandas Road Underpass,"LINESTRING (789478.0083751555 1434018.2428958702, 789432.4913379336 1434019.3946693367, 789426.25525269 1434019.750198442, 789394.955410643 1434021.5266169172, 789363.0724331404 1434024.038712181, 789330.3789014865 1434028.269398213, 789305.6856528514 1434032.6833090214, 789254.4211108272 1434042.5211507105, 789236.4007739403 1434046.3405594393, 789157.6362403592 1434062.1684917805, 789144.9718190096 1434063.6193949769)",primary,40.0,3600,0.0
777690255___,Unknown,"LINESTRING (779070.7683694735 1440173.5397877751, 779071.6961528591 1440164.4497494297)",secondary,50.0,5400,0.0
"[378597200, 1379022544]___",Dr. CV Raman Road,"LINESTRING (779070.7683694735 1440173.5397877751, 779075.1182283878 1440173.8162735468, 779207.5233211046 1440182.2190627186, 779243.907363611 1440184.3918466782, 779250.7849466673 1440184.8046549547, 779277.6077045761 1440186.8253183472, 779311.8496180983 1440188.301237737, 779314.3559702609 1440188.4041121574, 779387.6793124236 1440191.5158145882, 779479.3927660335 1440193.3085760635, 779522.0933684715 1440193.4203279894, 779599.9949268452 1440192.4942105606, 779683.6067874208 1440191.4933846518, 779742.5986886774 1440191.7485646913, 779756.479674406 1440191.9447256986, 779782.7700734877 1440191.8793421907, 779810.2216837684 1440191.8368356402, 779843.4348357362 1440190.9450876573, 779906.1147515605 1440188.2491600236, 780012.3948331892 1440183.6824220477, 780090.0163124116 1440180.4412131754, 780094.8272093652 1440180.2133265636, 780127.3740593335 1440178.67309043, 780188.9852889779 1440175.4134393574, 780218.992120329 1440173.8807122435)",trunk,30.0,1800,0.0
1370824436___,Unknown,"LINESTRING (773150.1648897799 1436541.9644171789, 773110.6972934294 1436484.5341368222, 773091.9475954629 1436455.092638025)",tertiary,30.0,3600,0.0
1312956274___,B.V.K. Iyengar Road,"LINESTRING (779292.1674878893 1434957.649210763, 779308.707177527 1434990.4942543355)",tertiary,30.0,3600,0.0
732016015___,Mill Corner Road,"LINESTRING (778936.8577679566 1437815.7477899112, 778938.9949497676 1437815.8800685036, 778947.9439454568 1437816.5460644232)",secondary,40.0,5400,0.0
503401195___,Sampige Road,"LINESTRING (778947.9439454568 1437816.5460644232, 778947.736223927 1437823.141587148, 778947.2057791504 1437839.1210692143, 778945.1780744416 1437901.246635338)",primary,50.0,3600,0.0
1206781319___,Chord Road,"LINESTRING (775271.6332288278 1433159.1729495653, 775262.5089688764 1433197.8809277336)",trunk,70.0,7200,0.0
1275566806___,Bellary Road,"LINESTRING (781280.8825935193 1444761.0873378173, 781280.8590722332 1444750.6590817766)",trunk,80.0,5400,0.0
36967993___,Dispensary Road,"LINESTRING (782954.8766620926 1436548.8730107108, 782989.5927885236 1436537.4164485591, 783090.308085436 1436499.0708643585)",tertiary,30.0,3600,0.0
1220276569___,Unknown,"LINESTRING (770854.2558998181 1443897.262456176, 770847.424534345 1443877.9568368134)",tertiary,30.0,3600,0.0
1313418952___,Unknown,"LINESTRING (770854.2558998181 1443897.262456176, 770783.6476415863 1443926.1995340048)",tertiary,30.0,3600,0.0
"[1505611909, 1505611911, 1505611912, 1166085965, 1166085966, 1313227889, 1313227892, 1313227894]___",Unknown,"LINESTRING (770854.2558998181 1443897.262456176, 770976.1037288455 1443845.7619938846, 771016.235352349 1443829.2989335458, 771025.1219077036 1443826.1542766101, 771034.8822460712 1443822.44263123, 771041.4726247377 1443819.9395073084, 771073.1584155079 1443809.2599961536, 771183.7088762712 1443766.6593480958, 771215.690916907 1443754.5660326032, 771230.275780408 1443750.2489311527, 771233.3233417714 1443749.3491638803, 771239.3967624588 1443747.5494162252, 771253.7350002474 1443742.931023384, 771264.3606873117 1443739.515782528)",tertiary,30.0,3600,0.0
1278975049___,Chord Road,"LINESTRING (774820.879282862 1434087.0037206612, 774822.0466462264 1434078.7685465578)",primary,50.0,3600,0.0
23443806___,Richmond Road,"LINESTRING (783574.8898830216 1435092.5205508638, 783521.9908194698 1435087.6502066962, 783426.1291378175 1435075.5539972365, 783386.177265399 1435063.7537323565, 783364.1462780002 1435051.2624420587, 783352.5532566998 1435040.4499847589, 783349.3595831991 1435037.439417886, 783338.757234008 1435027.4230914733, 783323.9142992524 1435008.48509524, 783308.9540822608 1434989.3355779338, 783307.0465682561 1434986.8916897625, 783296.1628790149 1434974.6584755667, 783289.7674986959 1434967.2977896365)",primary,40.0,7200,0.0
28137491___,Lower Agaram Road,"LINESTRING (783616.6496684299 1435102.7012495722, 783624.166082303 1435097.0660514163)",primary,50.0,7200,0.0
36853688___,Richmond Road,"LINESTRING (783616.6496684299 1435102.7012495722, 783623.9463225597 1435105.7981782213, 783628.0398876574 1435107.8659695627, 783635.1398553927 1435112.1453965013, 783663.9080072532 1435129.3443927155, 783737.4169828567 1435175.1646273073)",secondary,40.0,3600,0.0
"[237186072, 970723189, 1200861126]___",Yelahanka Road Flyover,"LINESTRING (781193.3360431597 1447634.7606260462, 781191.6391656555 1447640.4443315263, 781187.7225565119 1447657.2971509134, 781186.6329024376 1447661.9686320128, 781186.5007124136 1447674.8639401991, 781190.1283262175 1447699.9638284747, 781196.4835234218 1447721.516039719, 781237.4981012966 1447855.342346127, 781241.6147287287 1447874.0155432948, 781242.8886669672 1447974.1244871293, 781255.3379389897 1448145.2853010693, 781256.1935609805 1448157.083741166)",primary,80.0,3600,0.0
41953037___,Yelahanka Road,"LINESTRING (777543.9065931373 1448757.6648387837, 777539.0509746571 1448752.8224409788)",secondary,50.0,3600,0.0
1082235959___,Unknown,"LINESTRING (770264.663044333 1437026.4749277309, 770267.1668186017 1437017.9761733878)",primary,50.0,7200,0.0
1353417449___,Magadi Road,"LINESTRING (770264.663044333 1437026.4749277309, 770380.232187038 1437064.6426200664, 770391.420115578 1437068.3384763987)",primary,50.0,7200,0.0
1200739169___,Magadi Road,"LINESTRING (770235.5323967019 1437004.94841863, 770227.5481235627 1437002.213763396)",primary,50.0,7200,0.0
1109937392___,Mysore Road,"LINESTRING (778776.1841176378 1434564.55136562, 778715.5086703154 1434542.730835929)",secondary,40.0,3600,0.0
